[ 2026-03-16 17:12:40,639 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-16 17:36:33,823 ] pymongo.topology - DEBUG - {"message": "Server heartbeat started", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 2, "serverConnectionId": 436286, "serverHost": "ac-p3jknmn-shard-00-02.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-03-16 17:36:33,866 ] pymongo.topology - DEBUG - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 2, "serverConnectionId": 465210, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "awaited": false, "durationMS": 327.9999999795109, "reply": "{\"helloOk\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"69b3124cc249c1808ada41a7\"}, \"counter\": 6}, \"hosts\": [\"ac-p3jknmn-shard-00-00.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-02.vqv383i.mongodb.net:27017\"], \"setName\": \"atlas-1s6uuf-shard-0\", \"setVersion\": 119, \"ismaster\": true, \"primary\": \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"tags\": {\"availabilityZone\": \"use1-az1\", \"region\": \"US_EAST_1\", \"nodeType\": \"ELECTABLE\", \"provider\": \"AWS\", \"workloadType\": \"OPERATIONAL\", \"diskState\": \"READY\"}, \"me\": \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff00000000000001e1\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773660992, \"i\": 24}}, \"t\": 481}, \"lastWriteDate\": {\"$date\": \"2026-03-16T11:36:32Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773660992, \"i\": 24}}, \"t\": 481}, \"majorityWriteDate\": {\"$date\": \"2026-03-16T11:36:32Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeB..."}
[ 2026-03-16 17:36:33,868 ] pymongo.connection - DEBUG - {"message": "Connection pool ready", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:33,869 ] pymongo.topology - DEBUG - {"message": "Topology description changed", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "previousDescription": "<TopologyDescription id: 69b7eb2b443b776866931b38, topology_type: ReplicaSetNoPrimary, servers: [<ServerDescription ('ac-p3jknmn-shard-00-00.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-01.vqv383i.mongodb.net', 27017) server_type: Unknown, rtt: None, error=NetworkTimeout('ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017: timed out (configured timeouts: socketTimeoutMS: 20000.0ms, connectTimeoutMS: 20000.0ms)')>, <ServerDescription ('ac-p3jknmn-shard-00-02.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.32800000000861473>]>", "newDescription": "<TopologyDescription id: 69b7eb2b443b776866931b38, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-p3jknmn-shard-00-00.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-01.vqv383i.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-02.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.32800000000861473>]>"}
[ 2026-03-16 17:36:33,869 ] pymongo.serverSelection - DEBUG - {"message": "Server selection succeeded", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 69b7eb2b443b776866931b38, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-p3jknmn-shard-00-00.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-01.vqv383i.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-02.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.32800000000861473>]>", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:33,869 ] pymongo.connection - DEBUG - {"message": "Connection checkout started", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:33,869 ] pymongo.topology - DEBUG - {"message": "Server heartbeat started", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 2, "serverConnectionId": 465210, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-03-16 17:36:33,873 ] pymongo.connection - DEBUG - {"message": "Connection created", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-03-16 17:36:34,655 ] pymongo.topology - DEBUG - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 1, "serverConnectionId": 445899, "serverHost": "ac-p3jknmn-shard-00-00.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10031.00000001723, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"69b30f739746872a92dfd6ba\"}, \"counter\": 4}, \"hosts\": [\"ac-p3jknmn-shard-00-00.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-02.vqv383i.mongodb.net:27017\"], \"setName\": \"atlas-1s6uuf-shard-0\", \"setVersion\": 119, \"secondary\": true, \"primary\": \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"tags\": {\"workloadType\": \"OPERATIONAL\", \"availabilityZone\": \"use1-az6\", \"provider\": \"AWS\", \"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\", \"region\": \"US_EAST_1\"}, \"me\": \"ac-p3jknmn-shard-00-00.vqv383i.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773660993, \"i\": 20}}, \"t\": 481}, \"lastWriteDate\": {\"$date\": \"2026-03-16T11:36:33Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773660993, \"i\": 20}}, \"t\": 481}, \"majorityWriteDate\": {\"$date\": \"2026-03-16T11:36:33Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\":..."}
[ 2026-03-16 17:36:34,664 ] pymongo.topology - DEBUG - {"message": "Server heartbeat started", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 1, "serverConnectionId": 445899, "serverHost": "ac-p3jknmn-shard-00-00.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-03-16 17:36:35,592 ] pymongo.connection - DEBUG - {"message": "Connection ready", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 1.0320000000065193}
[ 2026-03-16 17:36:35,594 ] pymongo.connection - DEBUG - {"message": "Connection checked out", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 1.735000000015134}
[ 2026-03-16 17:36:35,597 ] pymongo.command - DEBUG - {"message": "Command started", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "command": "{\"find\": \"CareerMLOPS-Data\", \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"GTEK8Hv6Su2zkM4KT9JN0w==\", \"subType\": \"04\"}}}, \"$clusterTime\": {\"clusterTime\": {\"$timestamp\": {\"t\": 1773660993, \"i\": 30}}, \"signature\": {\"hash\": {\"$binary\": {\"base64\": \"N8jmibQxGVtpAfRRG0RAqi0s9hA=\", \"subType\": \"00\"}}, \"keyId\": 7563759479263592459}}, \"$db\": \"CareerSwitchPredictionMLOPS\"}", "commandName": "find", "databaseName": "CareerSwitchPredictionMLOPS", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 465202, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:36,239 ] pymongo.command - DEBUG - {"message": "Command succeeded", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "durationMS": 645.27, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"69b3ea2d389582d477ef89bf\"}, \"enrollee_id\": 8949, \"city\": \"city_103\", \"city_development_index\": 0.92, \"gender\": \"Male\", \"relevent_experience\": \"Has relevent experience\", \"enrolled_university\": \"no_enrollment\", \"education_level\": \"Graduate\", \"major_discipline\": \"STEM\", \"experience\": \">20\", \"company_size\": {\"$numberDouble\": \"NaN\"}, \"company_type\": {\"$numberDouble\": \"NaN\"}, \"last_new_job\": \"1\", \"training_hours\": 36, \"will_change_career\": 1}, {\"_id\": {\"$oid\": \"69b3ea2d389582d477ef89c0\"}, \"enrollee_id\": 29725, \"city\": \"city_40\", \"city_development_index\": 0.7759999999999999, \"gender\": \"Male\", \"relevent_experience\": \"No relevent experience\", \"enrolled_university\": \"no_enrollment\", \"education_level\": \"Graduate\", \"major_discipline\": \"STEM\", \"experience\": \"15\", \"company_size\": \"50-99\", \"company_type\": \"Pvt Ltd\", \"last_new_job\": \">4\", \"training_hours\": 47}, {\"_id\": {\"$oid\": \"69b3ea2d389582d477ef89c1\"}, \"enrollee_id\": 11561, \"city\": \"city_21\", \"city_deve...", "commandName": "find", "databaseName": "CareerSwitchPredictionMLOPS", "requestId": 26500, "operationId": 26500, "driverConnectionId": 1, "serverConnectionId": 465202, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:36,251 ] pymongo.connection - DEBUG - {"message": "Connection checked in", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-03-16 17:36:36,254 ] pymongo.serverSelection - DEBUG - {"message": "Server selection started", "selector": "<function any_server_selector at 0x000001D65D58FE20>", "operation": "getMore", "topologyDescription": "<TopologyDescription id: 69b7eb2b443b776866931b38, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-p3jknmn-shard-00-00.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-01.vqv383i.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-02.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.32800000000861473>]>", "clientId": {"$oid": "69b7eb2b443b776866931b38"}}
[ 2026-03-16 17:36:36,257 ] pymongo.serverSelection - DEBUG - {"message": "Server selection succeeded", "selector": "<function any_server_selector at 0x000001D65D58FE20>", "operation": "getMore", "topologyDescription": "<TopologyDescription id: 69b7eb2b443b776866931b38, topology_type: ReplicaSetWithPrimary, servers: [<ServerDescription ('ac-p3jknmn-shard-00-00.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-01.vqv383i.mongodb.net', 27017) server_type: RSPrimary, rtt: 0.3279999999795109>, <ServerDescription ('ac-p3jknmn-shard-00-02.vqv383i.mongodb.net', 27017) server_type: RSSecondary, rtt: 0.32800000000861473>]>", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:36,259 ] pymongo.connection - DEBUG - {"message": "Connection checkout started", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:36,262 ] pymongo.connection - DEBUG - {"message": "Connection checked out", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0}
[ 2026-03-16 17:36:36,264 ] pymongo.command - DEBUG - {"message": "Command started", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "command": "{\"getMore\": 9175872108440630050, \"collection\": \"CareerMLOPS-Data\", \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"GTEK8Hv6Su2zkM4KT9JN0w==\", \"subType\": \"04\"}}}, \"$clusterTime\": {\"clusterTime\": {\"$timestamp\": {\"t\": 1773660994, \"i\": 29}}, \"signature\": {\"hash\": {\"$binary\": {\"base64\": \"GFxJOq043oXKLkQ8Bt9iB68bxeg=\", \"subType\": \"00\"}}, \"keyId\": 7563759479263592459}}, \"$db\": \"CareerSwitchPredictionMLOPS\"}", "commandName": "getMore", "databaseName": "CareerSwitchPredictionMLOPS", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 465202, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:44,157 ] pymongo.topology - DEBUG - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 2, "serverConnectionId": 436286, "serverHost": "ac-p3jknmn-shard-00-02.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10344.000000011874, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"69b314da23f24064fa96dcde\"}, \"counter\": 3}, \"hosts\": [\"ac-p3jknmn-shard-00-00.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-02.vqv383i.mongodb.net:27017\"], \"setName\": \"atlas-1s6uuf-shard-0\", \"setVersion\": 119, \"secondary\": true, \"primary\": \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"region\": \"US_EAST_1\", \"availabilityZone\": \"use1-az2\", \"provider\": \"AWS\", \"workloadType\": \"OPERATIONAL\", \"nodeType\": \"ELECTABLE\"}, \"me\": \"ac-p3jknmn-shard-00-02.vqv383i.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773661002, \"i\": 12}}, \"t\": 481}, \"lastWriteDate\": {\"$date\": \"2026-03-16T11:36:42Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773661002, \"i\": 12}}, \"t\": 481}, \"majorityWriteDate\": {\"$date\": \"2026-03-16T11:36:42Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\":..."}
[ 2026-03-16 17:36:44,157 ] pymongo.topology - DEBUG - {"message": "Server heartbeat started", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 2, "serverConnectionId": 436286, "serverHost": "ac-p3jknmn-shard-00-02.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-03-16 17:36:44,222 ] pymongo.topology - DEBUG - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 2, "serverConnectionId": 465140, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10344.000000011874, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"69b3124cc249c1808ada41a7\"}, \"counter\": 6}, \"hosts\": [\"ac-p3jknmn-shard-00-00.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-02.vqv383i.mongodb.net:27017\"], \"setName\": \"atlas-1s6uuf-shard-0\", \"setVersion\": 119, \"isWritablePrimary\": true, \"primary\": \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\", \"availabilityZone\": \"use1-az1\", \"region\": \"US_EAST_1\", \"workloadType\": \"OPERATIONAL\", \"provider\": \"AWS\"}, \"me\": \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff00000000000001e1\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773661003, \"i\": 1}}, \"t\": 481}, \"lastWriteDate\": {\"$date\": \"2026-03-16T11:36:43Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773661003, \"i\": 1}}, \"t\": 481}, \"majorityWriteDate\": {\"$date\": \"2026-03-16T11:36:43Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 480..."}
[ 2026-03-16 17:36:44,222 ] pymongo.topology - DEBUG - {"message": "Server heartbeat started", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 2, "serverConnectionId": 465140, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-03-16 17:36:44,652 ] pymongo.topology - DEBUG - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 1, "serverConnectionId": 445899, "serverHost": "ac-p3jknmn-shard-00-00.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 9984.99999998603, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"69b30f739746872a92dfd6ba\"}, \"counter\": 4}, \"hosts\": [\"ac-p3jknmn-shard-00-00.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"ac-p3jknmn-shard-00-02.vqv383i.mongodb.net:27017\"], \"setName\": \"atlas-1s6uuf-shard-0\", \"setVersion\": 119, \"secondary\": true, \"primary\": \"ac-p3jknmn-shard-00-01.vqv383i.mongodb.net:27017\", \"tags\": {\"workloadType\": \"OPERATIONAL\", \"region\": \"US_EAST_1\", \"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\", \"provider\": \"AWS\", \"availabilityZone\": \"use1-az6\"}, \"me\": \"ac-p3jknmn-shard-00-00.vqv383i.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773661003, \"i\": 11}}, \"t\": 481}, \"lastWriteDate\": {\"$date\": \"2026-03-16T11:36:43Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1773661003, \"i\": 11}}, \"t\": 481}, \"majorityWriteDate\": {\"$date\": \"2026-03-16T11:36:43Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\":..."}
[ 2026-03-16 17:36:44,654 ] pymongo.topology - DEBUG - {"message": "Server heartbeat started", "topologyId": {"$oid": "69b7eb2b443b776866931b38"}, "driverConnectionId": 1, "serverConnectionId": 445899, "serverHost": "ac-p3jknmn-shard-00-00.vqv383i.mongodb.net", "serverPort": 27017, "awaited": true}
[ 2026-03-16 17:36:44,812 ] pymongo.command - DEBUG - {"message": "Command succeeded", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "durationMS": 8550.087, "reply": "{\"cursor\": {\"nextBatch\": [{\"_id\": {\"$oid\": \"69b3ea2d389582d477ef8a24\"}, \"enrollee_id\": 14672, \"city\": \"city_173\", \"city_development_index\": 0.878, \"gender\": {\"$numberDouble\": \"NaN\"}, \"relevent_experience\": \"No relevent experience\", \"enrolled_university\": \"no_enrollment\", \"education_level\": \"Masters\", \"major_discipline\": \"STEM\", \"experience\": \">20\", \"company_size\": {\"$numberDouble\": \"NaN\"}, \"company_type\": {\"$numberDouble\": \"NaN\"}, \"last_new_job\": \"1\", \"training_hours\": 150}, {\"_id\": {\"$oid\": \"69b3ea2d389582d477ef8a25\"}, \"enrollee_id\": 18257, \"city\": \"city_103\", \"city_development_index\": 0.92, \"gender\": \"Female\", \"relevent_experience\": \"Has relevent experience\", \"enrolled_university\": \"no_enrollment\", \"education_level\": \"Graduate\", \"major_discipline\": \"STEM\", \"experience\": \"11\", \"company_size\": \"500-999\", \"company_type\": \"NGO\", \"last_new_job\": \">4\", \"training_hours\": 20}, {\"_id\": {\"$oid\": \"69b3ea2d389582d477ef8a26\"}, \"enrollee_id\": 24493, \"city\": \"city_103\", \"city_development_index\": 0....", "commandName": "getMore", "databaseName": "CareerSwitchPredictionMLOPS", "requestId": 19169, "operationId": 19169, "driverConnectionId": 1, "serverConnectionId": 465202, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017}
[ 2026-03-16 17:36:44,812 ] pymongo.connection - DEBUG - {"message": "Connection checked in", "clientId": {"$oid": "69b7eb2b443b776866931b38"}, "serverHost": "ac-p3jknmn-shard-00-01.vqv383i.mongodb.net", "serverPort": 27017, "driverConnectionId": 1}
[ 2026-03-16 17:36:44,898 ] root - INFO - Shape of dataframe: (5000, 14)
[ 2026-03-16 17:36:44,902 ] root - INFO - Saving exported data into feature store file path: artifact\03_16_2026_17_36_10\data_ingestion\feature_store\Career_Switch_Prediction_Dataset.csv
[ 2026-03-16 17:36:44,986 ] root - INFO - Got the data from mongodb
[ 2026-03-16 17:36:44,988 ] root - INFO - Entered split_data_as_train_test method of Data_Ingestion class
[ 2026-03-16 17:36:44,996 ] root - INFO - Performed train test split on the dataframe 
[ 2026-03-16 17:36:45,000 ] root - INFO - Exporting train and test file path.
[ 2026-03-16 17:36:45,088 ] root - INFO - Exported train and test file path and exited from split_data_as_train_test method of Data_Ingestion class.
[ 2026-03-16 17:36:45,088 ] root - INFO - Data ingestion artifact: DataIngestionArtifact(trained_file_path='artifact\\03_16_2026_17_36_10\\data_ingestion\\ingested\\train.csv', test_file_path='artifact\\03_16_2026_17_36_10\\data_ingestion\\ingested\\test.csv')
[ 2026-03-16 17:36:45,096 ] root - INFO - Got the train_set and test_set from mongodb
[ 2026-03-16 17:36:45,096 ] root - INFO - Entered the start_data_validation method of TrainPipeline class
[ 2026-03-16 17:36:45,108 ] root - INFO - Starting data validation
[ 2026-03-16 17:36:45,224 ] root - INFO - Is required column present: [True]
[ 2026-03-16 17:36:45,225 ] root - INFO - All required columns present in train df
[ 2026-03-16 17:36:45,228 ] root - INFO - Is required column present: [True]
[ 2026-03-16 17:36:45,230 ] root - INFO - All required columns present in test df
[ 2026-03-16 17:36:45,232 ] root - INFO - All categorical/int columns present in train df: True
[ 2026-03-16 17:36:45,234 ] root - INFO - All categorical/int columns present in test df: True
[ 2026-03-16 17:36:45,235 ] root - INFO - Data validation artifact created and saved to JSON file.
[ 2026-03-16 17:36:45,235 ] root - INFO - Data validation artifact: DataValidationArtifact(validation_status=True, message='', validation_report_file_path='artifact\\03_16_2026_17_36_10\\data_validation\\report.yaml')
[ 2026-03-16 17:36:45,240 ] root - INFO - Performed the data validation operation and exiting
[ 2026-03-16 17:36:45,249 ] root - INFO - Data Transformation Started !!!
[ 2026-03-16 17:36:45,295 ] root - INFO - Train-Test data loaded
[ 2026-03-16 17:36:45,299 ] root - INFO - Input and Target cols defined for both train and test df.
[ 2026-03-16 17:36:45,299 ] root - INFO - fixing city column
[ 2026-03-16 17:36:45,310 ] root - INFO - Mapping 'Relevant_Experience' column to binary values
[ 2026-03-16 17:36:45,316 ] root - INFO - Fixing 'Experience' column by replacing '>20' with 21 and '<1' with 0
[ 2026-03-16 17:36:45,318 ] root - INFO - Fixing 'Company_Size' column by replacing '10000+' with 10000-20000 and 'Oct-49' with 10-49 and '<10' with 1-9
[ 2026-03-16 17:36:45,327 ] root - INFO - Splitting 'Company_Size' column into 'Company_Size_Min' and 'Company_Size_Max'
[ 2026-03-16 17:36:45,368 ] root - INFO - Mapping 'last_new_job' column to numeric values, replacing 'never' with 0 and '>4' with 4
[ 2026-03-16 17:36:45,385 ] root - INFO - fixing city column
[ 2026-03-16 17:36:45,389 ] root - INFO - Mapping 'Relevant_Experience' column to binary values
[ 2026-03-16 17:36:45,394 ] root - INFO - Fixing 'Experience' column by replacing '>20' with 21 and '<1' with 0
[ 2026-03-16 17:36:45,398 ] root - INFO - Fixing 'Company_Size' column by replacing '10000+' with 10000-20000 and 'Oct-49' with 10-49 and '<10' with 1-9
[ 2026-03-16 17:36:45,402 ] root - INFO - Splitting 'Company_Size' column into 'Company_Size_Min' and 'Company_Size_Max'
[ 2026-03-16 17:36:45,425 ] root - INFO - Mapping 'last_new_job' column to numeric values, replacing 'never' with 0 and '>4' with 4
[ 2026-03-16 17:36:45,439 ] root - INFO - Custom transformations applied to train and test data
[ 2026-03-16 17:36:45,440 ] root - INFO - Starting data transformation
[ 2026-03-16 17:36:45,441 ] root - INFO - get_data_transformer_object
[ 2026-03-16 17:36:45,444 ] root - INFO - pipeline creation done
[ 2026-03-16 17:36:45,444 ] root - INFO - Got the preprocessor object
[ 2026-03-16 17:36:45,445 ] root - INFO - Initializing transformation for Training-data
[ 2026-03-16 17:36:45,735 ] root - INFO - Initializing transformation for Testing-data
[ 2026-03-16 17:36:45,786 ] root - INFO - Transformation done end to end to train-test df.
[ 2026-03-16 17:36:45,787 ] root - INFO - Applying SMOTEENN for handling imbalanced dataset.
[ 2026-03-16 17:36:50,964 ] root - INFO - SMOTEENN applied to train-test df.
[ 2026-03-16 17:36:50,966 ] root - INFO - feature-target concatenation done for train-test df.
[ 2026-03-16 17:36:50,966 ] root - INFO - Entered the save_object method of utils
[ 2026-03-16 17:36:50,986 ] root - INFO - Exited the save_object method of utils
[ 2026-03-16 17:36:50,994 ] root - INFO - Saving transformation object and transformed files.
[ 2026-03-16 17:36:50,995 ] root - INFO - Data transformation completed successfully
[ 2026-03-16 17:36:50,998 ] root - INFO - Entered initiate_model_trainer method of ModelTrainer class
[ 2026-03-16 17:36:51,051 ] root - INFO - train-test data loaded
[ 2026-03-16 17:36:51,051 ] root - INFO - Training decision tree
[ 2026-03-16 17:36:51,054 ] root - INFO - Model training going on...
[ 2026-03-16 17:36:51,100 ] root - INFO - Model training done.
[ 2026-03-16 17:36:51,133 ] root - INFO - Model object and artifact loaded.
[ 2026-03-16 17:36:51,191 ] root - INFO - Preprocessing obj loaded.
[ 2026-03-16 17:36:51,196 ] root - INFO - Saving new model as performace is better than previous one.
[ 2026-03-16 17:36:51,196 ] root - INFO - Entered the save_object method of utils
[ 2026-03-16 17:36:51,233 ] root - INFO - Exited the save_object method of utils
[ 2026-03-16 17:36:51,235 ] root - INFO - Saved final model object with preprocessing and the trained model
